"HITID","Food","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2ETAT2D5NQYN6T2QSF751YMNE5H48R","yoghurt","A2HM35CWB7IIFM","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:25:25 UTC 2012"
"26E1INMHGYQ4KHMA322FUFFO0717KX","bread","A2HAIY6HUOISQY","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:38:55 UTC 2012"
"2AG24E6AUBXHX6G77H093BZWF03W0H","beer","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:33:34 UTC 2012"
"27OSVQ8H88MQVKK5G7MCQ1RXZDT7QP","chicken lettuce wrap","A2HM35CWB7IIFM","Meat and Protein","A2UFD1I8ZO1V4G","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:28:45 UTC 2012"
"26XE4EGDHDM26Z7I1JQWEHEZ8XXLB0","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:31:43 UTC 2012"
"2UJX3V0FK0COLGIETIYPSK9LT5PNGL","tortilla wraps","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:39:26 UTC 2012"
"295QQ7Q67051RYBNJXTTYC1XOP0WCA","bacio","A1KAXCLAH6UVMS","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:36:01 UTC 2012"
"2ECYT3DHJHP4CRCK80P8ZSX9ZCYU1J","Philadelphia cheese","A3NU1SQPI1NXY4","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:02:18 UTC 2012"
"2AGMNCWYB49FA6RS9TS1RONSVEZNRG","cupcake","A2ELWPBL46UA0E","Fat, Oil and Sweets","A2HM35CWB7IIFM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:56:51 UTC 2012"
"270HPCGJ2D21PHV5PDRJXPSI4THA41","sour cream","A1K9WP8Q74E9G2","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 17:34:47 UTC 2012"
"2DJVP9746OQ1T1PQZMX7851QML6L1H","beer","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:31:15 UTC 2012"
"2NFBAT2D5NQYOJE3IWAGDTYMPLF73M","tomato","A2ELWPBL46UA0E","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:04:36 UTC 2012"
"2C914IXKO2L93VDCO6XXBYOCEOIBC9","otro","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 17:59:07 UTC 2012"
"25L3FDEY5COW1ZFRRZZCZFLC845T28","chickpeas","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:30:29 UTC 2012"
"2DKGTP9RA7S5X0061UJON70JOQ3WRG","Heineken","A2HAIY6HUOISQY","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:12:52 UTC 2012"
"2TEYB49F9SSSIB01BKES15H5HH0RV0","water","A2HAIY6HUOISQY","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:20:08 UTC 2012"
"2K24F0OHOVR15WWKGYC9AHECYJO34X","otro","A2HM35CWB7IIFM","Unknown","A2UFD1I8ZO1V4G","Unknown","Yes","Unknown ","Tue Sep 11 18:28:59 UTC 2012"
"2P1IA0RYNJ92OXJMS12MRTUH05L83A","something really long","A2HM35CWB7IIFM","Unknown","A53VNQRRFQ785","Unknown","Yes","Unknown ","Tue Sep 11 18:05:53 UTC 2012"
"2P3Z6R70G5R99R7JVR574SSTP7UP9R","tomato sauce","A2HAIY6HUOISQY","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:21:40 UTC 2012"
"2DH9RNDWIOV1TLRNV9KG213YF8PVG8","chocolate","A2HM35CWB7IIFM","Fat, Oil and Sweets","A6WUFL0T08JBZ","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:19:54 UTC 2012"
"2NJ8N46UXFCD5JWC6PED0NTKKWLTRN","azuca xD","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:11:05 UTC 2012"
"2D2UDD8XMB3Q4NY032LTW6T4G4APE1","corn and mayonaisse","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:32:50 UTC 2012"
"28K4SMEZZ2MIL0M9M4G9638TY5GL4U","coffee","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:43:13 UTC 2012"
"248Q7Q67051QLQMRTYKQK1XMIRIDXK","green tea","A2HAIY6HUOISQY","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:34:11 UTC 2012"
"26E1INMHGYQ4KHMA322FUFFO070K79","mini fruits Weetabix","A1IV0802ICNA0A","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 18:19:25 UTC 2012"
"23WZZ2MIKMN9VMO9QZZT4WXI51CP82","sprite","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:35:39 UTC 2012"
"230KMN9U8P9Y4MSWOT930UYIO90UD8","green pea soup","A1K9WP8Q74E9G2","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:40:58 UTC 2012"
"2E924SMEZZ2MJYLN1QZPHY38V5EK34","margarita pizza with mushrooms and corn","A2H321P1NSEW35","Fast-foods","A2HM35CWB7IIFM","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:31:04 UTC 2012"
"2EPH57DZKPFE5SFD99D2DL8IBWID3L","apple","A2HM35CWB7IIFM","Fruits","A6WUFL0T08JBZ","Fruits","Yes","Fruits","Tue Sep 11 17:32:01 UTC 2012"
"2M38I9NZW6HE0KNEWMN71869I33MWH","example","A1IV0802ICNA0A","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:17:58 UTC 2012"
"22G58B727M0IHTJH5XXYNSVF640WB3","vegan vegetarian","A53VNQRRFQ785","Vegetables","A6WUFL0T08JBZ","Vegetables","Yes","Vegetables","Tue Sep 11 17:33:42 UTC 2012"
"236FXRDS4IC1FCCNPF6M91A2K4GYVA","ice cream","A2HAIY6HUOISQY","Fat, Oil and Sweets","A2HM35CWB7IIFM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:43:42 UTC 2012"
"2QQJHSTLB3L0GPI9AK2JMJREXNOHTF","milk","A2HM35CWB7IIFM","Dairy","A6WUFL0T08JBZ","Dairy","Yes","Dairy","Tue Sep 11 17:30:53 UTC 2012"
"20Y5TYMNCWYB5NE9KOJH511JQWBKO0","water","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:37:24 UTC 2012"
"2FWPLSP75KLM7AI3G68QMQVJTD4TZG","light ranch dressing","A2UFD1I8ZO1V4G","Fat, Oil and Sweets","A53VNQRRFQ785","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 18:39:52 UTC 2012"
"2F6CCF0CP5KXQ7HNAEOYO4PM9WGWV9","dates","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Fruits","Yes","Fruits","Tue Sep 11 17:42:39 UTC 2012"
"24BL0XULRGNTCX2ME9O5NP7N8B34Q2","coffee","A3NU1SQPI1NXY4","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:03:23 UTC 2012"
"2E2O2L92HECWBKW3QK3CN0CP7TFHG5","cafe with one tea spoon of sugar","A2V3P1XE33NYC3","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:42:06 UTC 2012"
"2S4JTUHYW2GTQNQAZOWWU169016PKL","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:33:00 UTC 2012"
"2N970G5R98D8KHUEZSJS1NYCIC5CSC","coffee","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:31:41 UTC 2012"
"28185OZIZEHMBOOMGKH5MWPXN64ZBW","water","A2HAIY6HUOISQY","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:29:31 UTC 2012"
"2YVM25L8I9NZXKGER2FECQW7VHNSIS","chicken breast","A2HM35CWB7IIFM","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:26:02 UTC 2012"
"2YWCWA6X3YOCDTZCH1BXXTINKRFON8","azuca xD","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:07:15 UTC 2012"
"26LTVOK5UFJ52C6Q6KQF6QS1E1C58X","brown sugar","A2FCGEU5RTEWG8","Fat, Oil and Sweets","A2HM35CWB7IIFM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 18:04:00 UTC 2012"
"2JSC9KSSZVXX3435MQBQWYGNK5KL39","beer","A2HAIY6HUOISQY","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:32:40 UTC 2012"
"2LRF9SSSHX11K2MSL185N8J4QYKVZY","agua de jamaica","A2HM35CWB7IIFM","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 18:06:00 UTC 2012"
"25RZ6KW4ZMAZIVQRDBH0WNNVTQK7GU","rice","A2HAIY6HUOISQY","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 18:30:17 UTC 2012"
"2JS1QP6AUC26EU575XO330FK2L781I","potato salad with egg","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:42:09 UTC 2012"
"2YJXERSQV66RM3GILZ8V4AVKKFLA25","Babaganush","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:13:51 UTC 2012"
"2BXBNFSVGULF4N4SO2EG9FS3P767L0","vegetable burrito","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:23:31 UTC 2012"
"267SI2KYEPLSQL4KDIXWR3OAJZWTNZ","arepa with cheese","A2HM35CWB7IIFM","Dairy","A3NU1SQPI1NXY4","Dairy","Yes","Dairy","Tue Sep 11 18:00:06 UTC 2012"
"2BU26DG67D1X49ZFCW3OS2JE3VQF8Q","beer","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:29:09 UTC 2012"
"2LOOQ1SNQQ7Q7LZ5TMBCVR12VZV7RQ","cheese ravioli","A2BERTY629PZDT","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 17:52:19 UTC 2012"
"2J1ENLVWJ5OPCEXV8VZYUWB7GYS1T0","coffee","A2HAIY6HUOISQY","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:29:18 UTC 2012"
"2S5VP3TVOK5UGX41Q3HEWZFYS1K52U","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:58:38 UTC 2012"
"22GHVI44OS2KM87DFAQSJAP5DAIZ5V","bread","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:36:22 UTC 2012"
"2MPDZKPFE4EGEVCMU1C8Q9NZYFZ6GT","basmati rice and black beans","A2HM35CWB7IIFM","Grains","A3NU1SQPI1NXY4","Grains","Yes","Grains","Tue Sep 11 18:01:49 UTC 2012"
"2ZFKO2L92HECXO5XVUFCKF0CRE3FG6","asparagus","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:07:28 UTC 2012"
"298V66RLPHIT4VUW2RBIE2NJSBK7FV","croutons","A2UFD1I8ZO1V4G","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:41:59 UTC 2012"
"2VUWA6X3YOCCGEBPXGOP1INIK6GOP4","carrots","A2FCGEU5RTEWG8","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:52:09 UTC 2012"
"2KLFDEY5COW0MUQZV43RNLC6XWCU3B","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:49:23 UTC 2012"
"2I2274J79KQW7F7NW2LXNCD476VIG0","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:44:34 UTC 2012"
"2E2NQY2RCJK64DUEVDI0SUIASI24TG","coffee","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:34:02 UTC 2012"
"2TX0CP5KXPTIOWHXQCVPU7NY8FLZYA","que","A2HAIY6HUOISQY","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 17:56:44 UTC 2012"
"2NA8SV7WGKCCWZK346U3UHAPSDV1RN","arugula","A2ELWPBL46UA0E","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:59:20 UTC 2012"
"2BVD8XMB3Q390EA6MPF614EVU2DRGC","spaghetti with tomato sauce and mozzarella","A17B7QTKWFQ5PQ","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 18:24:17 UTC 2012"
"29HVXX2Q45UUL4NY8J9W9NS8QPIR9L","coffee","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:33:30 UTC 2012"
"261WKUDD8XMB4429RW262TO6VDXCN0","French friends","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 17:56:50 UTC 2012"
"2Y0T3HVWAVKI7GMJIYS7AZ99SQPFNE","cucumber","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:00:15 UTC 2012"
"2NCXFCD45XCEU1CSFPBIV3TGRDIWYI","beer","A2ELWPBL46UA0E","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:52:42 UTC 2012"
"2IJK274J79KQXK08F0XU5FCD6EGFH5","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:49:56 UTC 2012"
"26ZIT3HVWAVKJK1NBMT1F2Z9BZZME2","lentil soup","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:40:26 UTC 2012"
"25LW5XH0JPPSJGJY6LCSX75KNVPLFI","spaghetti verde with spinach and cream","A1IV0802ICNA0A","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 18:07:14 UTC 2012"
"2HUOK2JE1M7PLY8LJSXO7AC06UHOVP","coffee","A3NU1SQPI1NXY4","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:06:20 UTC 2012"
"2B3RGNTBJ3MMEB4FH3E6AKHBBVW9VX","azuca xD","A2HAIY6HUOISQY","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:27:08 UTC 2012"
"2Z3KH1Q6SVQ8IM7MIQXLDOBVERKL2Y","ceasar salad","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:51:28 UTC 2012"
"2W80ONNVRH1KI28E8N27ENV9NTEWNS","rice with avocado and tahini","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:29:32 UTC 2012"
"2OMJ79KQW618OI5UPB3DC5XCG25JLI","crackers","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 17:43:59 UTC 2012"
"2FJTHV8ER9Y8U1JIEVJMDKFHUB6Q32","mua","A2HAIY6HUOISQY","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:49:27 UTC 2012"
"217FE4EGDHDM3JK8A5EZ46HE1F5KAZ","ingrediente","A2HAIY6HUOISQY","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:37:40 UTC 2012"
"2KZVWAVKI62NK411ZYQ9HQH6DT4IQV","red bean cup of soup","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:06:24 UTC 2012"
"2ECLRGNTBJ3MNRW57LYNE2KHDI48UH","fruit","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Fruits","Yes","Fruits","Tue Sep 11 17:31:23 UTC 2012"
"2LWGDHDM25L8JNMZO28E76OE6ZEEO9","rice","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:03:29 UTC 2012"
"2YJXERSQV66RM3GILZ8V4AVKKFL2AX","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:59:21 UTC 2012"
"26EZ9RNDWIOV266SFZ4TOU130MIFU6","applesauce","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Fruits","Yes","Fruits","Tue Sep 11 17:58:16 UTC 2012"
"2KXDEY5COW0LH5Y308IFTC6VP3I4VW","beer","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:43:44 UTC 2012"
"2P7JWKUDD8XMCHP31VRBEUTO82MBMR","arepa","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:31:50 UTC 2012"
"2NPD1X3V0FK0D2J2BASMFPKKBU9ELS","cheese and fresh spinach","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:25:45 UTC 2012"
"2B8IHPCGJ2D2222WXT80RPPSKB293Z","micheladas","A2HM35CWB7IIFM","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 18:41:43 UTC 2012"
"2CIFK0COK2JE206PCG0LZW6O1JVKR9","wild rice","A1IV0802ICNA0A","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:34:56 UTC 2012"
"2UNNQYN5F3Q0KU4TQIEC4YB4BOSD92","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:18:15 UTC 2012"
"2D2UDD8XMB3Q4NY032LTW6T4G4AEPQ","Fish","A1K9WP8Q74E9G2","Meat and Protein","A2HAIY6HUOISQY","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:35:11 UTC 2012"
"2FN8B727M0IGGYGDT2PF0VF4XR7CXK","Chicago Style Italian Beef Sandwich","A2HM35CWB7IIFM","Meat and Protein","A3NU1SQPI1NXY4","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:08:46 UTC 2012"
"2RWSCWY2AOO2H0LE8KFGYSCM8RT22Q","Arizona tea","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:31:51 UTC 2012"
"215QY2RCJK6309D39NRK2IAQBS3U51","beer","A1IV0802ICNA0A","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 17:36:10 UTC 2012"
"283PHIT3HVWAWYH6UJAQA1721IRKC2","azuca xD","A2HAIY6HUOISQY","Unknown","A2UFD1I8ZO1V4G","Unknown","Yes","Unknown ","Tue Sep 11 17:39:59 UTC 2012"
"2BR8JHSTLB3L1TAJ1EFBREJRG4WGSP","jaja","A1IV0802ICNA0A","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:27:02 UTC 2012"
"2CFX2Q45UUKQPCFNASSN08OG2AITBA","hearts of palm","A1K9WP8Q74E9G2","Vegetables","A2ELWPBL46UA0E","Vegetables","Yes","Vegetables","Tue Sep 11 18:25:39 UTC 2012"
"2VYOOGQSCM6IBO1S6ELU200OST2GG5","portabella mushroom","A2FCGEU5RTEWG8","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:49:24 UTC 2012"
"2GYKPEIB9BAWM6LXHMWV5UD3O29X0B","water","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:38:50 UTC 2012"
"2Q2QW618N46UYTBDW1OCMTNDUWBPNQ","applesauce","A2HM35CWB7IIFM","Fruits","A6WUFL0T08JBZ","Fruits","Yes","Fruits","Tue Sep 11 17:58:13 UTC 2012"
"2Q9NDWIOV1S7T12DLCL1BYDZAWQXI6","potatoes","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:51:58 UTC 2012"
"2AG24E6AUBXHX6G77H093BZWF030WL","tomato","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:35:56 UTC 2012"
"21ASZVXX2Q45V8JQGU7NQW1NUH6P7F","honey garlic chicken w/ rice and a spring role (lunch size)","A2HM35CWB7IIFM","Meat and Protein","A2UFD1I8ZO1V4G","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:43:04 UTC 2012"
"2BQY1THV8ER9ZMSNCEDZ0M5KHQAO10","egg","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:53:10 UTC 2012"
"2FILWSBRI8IUCGXU14AH0TLB5UJ2ES","protein shake","A2HM35CWB7IIFM","Meat and Protein","A3NU1SQPI1NXY4","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:01:06 UTC 2012"
"2LKJ1LY58B7280ZI8BBHL16YH1CS7X","water","A2HAIY6HUOISQY","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:39:46 UTC 2012"
"2FKAOO2GMMEGP2FQK8D6QAA2UN177R","tomato","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:04:49 UTC 2012"
"2V6ZFYQS1CSTN2EXJ9J4QC1E0M6KNL","baked potato","A1K9WP8Q74E9G2","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:36:38 UTC 2012"
"207PSI2KYEPLT365CHD64J3OCQ8MS3","coffee","A1IV0802ICNA0A","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:35:10 UTC 2012"
"2NJ8N46UXFCD5JWC6PED0NTKKWLRTL","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:48:38 UTC 2012"
"21RRJ85OZIZEI09AHIFOY5EWR62X9M","coffee","A2BERTY629PZDT","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:48:10 UTC 2012"
"26QPJWKUDD8XNP2QV5Q0J6UTQFBLA4","panela cheese","A2HM35CWB7IIFM","Dairy","A2UFD1I8ZO1V4G","Dairy","Yes","Dairy","Tue Sep 11 17:41:04 UTC 2012"
"2BUF806UFBNFT9FUDBU9DSW6PPKF16","water","A1IV0802ICNA0A","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 17:35:04 UTC 2012"
"2SVDP8PJWKUDEMWM3ZH3HZ0B83CI7X","bread","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:25:01 UTC 2012"
"2A4OFXRDS4IC2SXDFTAFU11A4RCUXA","onion","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:51:47 UTC 2012"
"2M5QYN5F3Q0JHJSYEJ3W6B49HIBAE7","water","A2UFD1I8ZO1V4G","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:43:50 UTC 2012"
"2C2CJ011K274KL8KISX1GN46W6YACE","water","A2FCGEU5RTEWG8","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:06:58 UTC 2012"
"27PQ67051QKCO502LM315MGI24WZFE","carrots","A2ELWPBL46UA0E","Vegetables","A2HAIY6HUOISQY","Vegetables","Yes","Vegetables","Tue Sep 11 17:46:06 UTC 2012"
"231UNU8LZ6R71U4R1448R3VE95B4KA","soya vanilla milk","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:39:52 UTC 2012"
"2TEYB49F9SSSIB01BKES15H5HH1VR5","onion rings","A1K9WP8Q74E9G2","Fast-foods","A2UFD1I8ZO1V4G","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:02:03 UTC 2012"
"2FQTNKIMZSM5LTGSUKD0XGVF5R4ZC3","sprite","A2UFD1I8ZO1V4G","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:49:15 UTC 2012"
"2DYKCCVLL3CA4HLH2LH4K9NQWGG7XM","mango","A2HAIY6HUOISQY","Fruits","A2UFD1I8ZO1V4G","Fruits","Yes","Fruits","Tue Sep 11 18:12:31 UTC 2012"
"2I86SVQ8H88MR85LXK2VKI1RZ6MP6G","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:37:18 UTC 2012"
"2H1PPSI2KYEPM6O7XGCMEWJ3QJZRLI","asparagus","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:55:28 UTC 2012"
"28UJK63ZVE3HSEJUA6H9RL5R5OJZA1","chicken","A17B7QTKWFQ5PQ","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:23:15 UTC 2012"
"29D7WGKCCVLL4Q93VI8AXQ4CBW94U7","taco sirloin","A1IV0802ICNA0A","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:57:12 UTC 2012"
"2GOKW4ZMAZHHS5KFIWFNVVRH3T0I99","margarita pizza with onions","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:38:09 UTC 2012"
"2AOYTWX4H3H2QP3D157IEIJRDENZ4Q","coffee","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:32:56 UTC 2012"
